Body ID,articleBody
22,"Indias economy grew at a record pace in the second quarter, even as the country grappled with a devastating wave of Covid-19. But Asias third largest economy isnt out of the woods yet and remains smaller than at the start of the pandemic. GDP rose 20.1% in the three months to June 30, compared with the same period a year earlier. The big jump reflects a rebound from the deep slump in activity in 2020, when Prime Minister Narendra Modi imposed one of the worlds toughest lockdowns on 1.3 billion people, restricting business and travel for months and plunging the country into its first recession in decades. The record year-on-year rise in Indian GDP in Q2 was due entirely to base effects, wrote Shilan Shah, senior India economist at Capital Economics in a research note. This time last year, India posted a 24% fall in GDP. India had just begun to claw its way out of the slump earlier this year when a second wave of the coronavirus  believed by experts to have been sparked by the now-global Delta variant  engulfed the country. For weeks, India reported thousands of Covid-related deaths every day. Even as the infection rate spiraled, Modi resisted pressure to impose another national lockdown, a strategy intended to prevent millions of people from slipping back into poverty. That meant that even though the human cost of this springs outbreak was staggering, economic activity rebounded rapidly once cases started declining. Still, the second wave took its toll on the economy. India does not provide official quarter-on-quarter GDP data, but Capital Economics estimates that the economy shrank by 12% in the April-June period compared with the preceding three months. [This] contraction is very large by historic standards, and sharper than we had been anticipating, Shah added. Anagha Deodhar, chief economist at ICICI Securities, said Tuesdays annual growth figure was weaker than she was expecting. If you look at pre-pandemic levels, we are still a smaller economy by 3 trillion rupees ($41 billion), Deodhar told CNN Business, adding that manufacturing, agriculture and exports have done well for the country recently. Exports are driving growth mainly because global economy is recovering faster than the domestic one. Business activity has inched above pre-pandemic levels for the past three weeks, according to a Business Resumption Index compiled by Nomura, which tracks mobility indices, power demand and the labor force participation rate, among other metrics. There are other positive signs as well: Indias vaccination rate has picked up, with the country on track to fully vaccinate about half of the population by the end of the year, Nomura analysts said. But the economic recovery still faces threats over the next few months, as cases begin to rise again in the Southern Indian state of Kerala. The Nomura analysts said a potential third wave cannot be ruled out, especially with the festive Diwali season approaching."
23,"When Twitter Inc.s top executives walked out of its San Francisco headquarters Thursday, they may as well have been carrying bags of Elon Musks cash. Chief Executive Parag Agrawal, Chief Financial Officer Ned Segal and Vijaya Gadde, Twitters head of legal policy, received a golden parachute clause in Twitters TWTR merger with Musks X Holdings. Musk reportedly fired all three Thursday evening upon officially taking control of the social network in a $44 billion acquisition, and will be obligated to give more than $204 million of it to those three, according to Twitters filing with the Securities and Exchange Commission. Agrawal, Segal and Gadde own roughly 1.2 million shares of Twitter, more than half of that a $34.8 million stake owned by Gadde. The trios roughly $65 million stake would be purchased by Musk like any other shareholders stock. Additionally, a clause in the merger agreement provided accelerated vesting of promised future stock compensation  and thats where the biggest chunk of money comes in. The Golden Parachute Compensation clause in Twitters SEC filing  which was the deal approved by Twitter shareholders  shows the trio would automatically vest stock worth $119.6 million as severance if terminated, with the largest payout there going to Agrawal at $56 million. Theyre also entitled to a years salary and health benefits. In 2021, Agrawal had a base pay of $623,000, while Segal and Gaddes base pay was $600,000 each. In total, Gadde is set to walk away from Twitter with the biggest haul: Nearly $74 million. Agrawal and Segal arent far behind her, though, at roughly $65 million and $66 million, respectively. Twitter shares have rallied 26% over the past month and closed Thursday at $53.70, close to the $54.20 share price Musk, whos also CEO of Tesla Inc. TSLA, +1.52% and the worlds wealthiest individual, agreed to pay in April."
24,"Tesla founder and CEO Elon Musk thinks the global economic decline could last for another year and a half. In a Twitter exchange early Friday morning Eastern time, the mercurial electric car executive and worlds richest man said a recession could continue until spring of 24. The remarks came in response to a tweet from Shibetoshi Nakamoto, the online name for Dogecoin co-creator Billy Markus, who noted that current coronavirus numbers are actually pretty low. i [sic] guess all we have to worry about now is the impending global recession and nuclear apocalypse. It sure would be nice to have one year without a horrible global event, Musk replied. Tesla Owners Silicon Valley, a Twitter account with nearly 600,000 followers, then asked Musk how long he thought the recession would last, to which he replied, Just guessing, but probably until spring of 24. Global GDP grew 6% in 2021 but is expected to decelerate to 3.2% this year and 2.7% in 2023, according to the International Monetary Fund. That would mark the weakest pace of growth since 2001 outside of the financial crisis in 2008 and the brief plunge in the early days of the Covid pandemic. The Federal Reserve projects GDP in the U.S. to grow just 0.2% this year and 1.2% in 2023. Musk becomes the latest corporate titan to express reservations about the economy. In a tweet Wednesday, Amazon founder Jeff Bezos said its time to batten down the hatches in preparation for rough economic waters ahead. That tweet accompanied a video of Goldman Sachs CEO David Solomon, who said in a CNBC interview that he thinks theres a good chance of a recession in the U.S. JPMorgan Chase CEO Jamie Dimon also has been warning of economic turmoil ahead. Musks comment also came amid a rough week for Tesla stock as the automaker missed revenue estimates and cautioned about a potential delivery shortfall this year. During the analyst call, Musk expressed more confidence in the U.S. economy than other parts of the world. He also noted the impact that interest rate increases are having on the economy. The U.S. actually is in  North Americas in pretty good health, he said. A little bit of that is raising interest rates more than they should, but I think theyll eventually realize that and bring back down, I think. However, he said China is in quite a burst of a recession of sorts driven by the real estate market, while Europe has a recession of sorts, driven by energy."""
25,"By PTI: Amid rupee sliding below 64 to a dollar, global agency Standard & Poor's today said it will maintain negative outlook for the country as currency depreciation is adversely impacting investor confidence. ""We view the capital outflows and depreciating rupee as an indication of weakening investor confidence in India... We maintain a negative outlook on India's BBB- sovereign credit ratings,"" S&P Senior Director Sovereign and International Public Finance Ratings (Asia-Pacific) Kim Eng Tan said in an emailed statement. 'BBB-' is the lowest investment grade and a downgrade would mean pushing the country's sovereign rating to junk status, making overseas borrowings by corporates costlier. Referring to the recent measures announced by the government to restrict capital outflow, Tan said these ""have also increased uncertainties among investors both foreign and domestic"". ""If the uncertainty continues, business financing conditions could deteriorate further and investment growth could slow further"". In order to tame the sliding Rupee, the Reserve Bank and the government had on August 14 announced stern measures, including curbs on Indian firms investing abroad and on outward remittances by resident Indians. S&P's comments come on a day when the rupee touched the record low of 64.11 to a dollar in intra-day trade today. Moody's Investor's Service in its report today said the depreciating rupee is likely to inflate the fuel subsidy bill, weaken the credit quality of oil companies and put pressure on the fiscal deficit. Earlier in May S&P had warned that it may downgrade India's sovereign rating to junk grade if the government fails to pursue reforms and check deterioration in fiscal and current account deficits. S&P said its future credit rating action would depend upon the response of policymakers to the latest economic developments. India's long term growth prospects could weaken on a sustained basis, with negative implications for the sovereign credit fundamentals, it said. ""We view the capital outflows and depreciating rupee as an indication of weakening investor confidence in India. We believe this to be a result of the declining economic growth in the past two years and what some investors view as insufficient long-term policy response that could reverse the decline and revive investments,"" S&P said. It added that investments continue to be stifled by inadequate infrastructure, rigidities in labour and product markets, and red tape, among other issues. A sliding rupee, which is mainly on account of widening Current Account Deficit (CAD), will make imports costlier and fuel subsidy bill. The CAD, which is the difference between the inflow and outflow of foreign currency, had touched a record high of USD 88.2 billion or 4.8 per cent of GDP in 2012-13 fiscal. Finance Minister P Chidambaram last week said that CAD will be contained at USD 70 billion or 3.7 per cent in the current fiscal and it is a red line which will not be breached. Moody's has said despite previous price liberalisation in the petroleum sector, the subsidy bill is likely to rise due to depreciation, thus widening the government's deficit, which is also under pressure from slower revenue growth. ""We believe the currency will remain under pressure until the current account deficit narrows meaningfully, or capital inflows accelerate due to an improving growth outlook,"" Moody's said."
26,"By PTI: Amid rupee sliding below 64 to a dollar, global agency Standard & Poor's today said it will maintain negative outlook for the country as currency depreciation is adversely impacting investor confidence. ""We view the capital outflows and depreciating rupee as an indication of weakening investor confidence in India... We maintain a negative outlook on India's BBB- sovereign credit ratings,"" S&P Senior Director Sovereign and International Public Finance Ratings (Asia-Pacific) Kim Eng Tan said in an emailed statement. 'BBB-' is the lowest investment grade and a downgrade would mean pushing the country's sovereign rating to junk status, making overseas borrowings by corporates costlier. Referring to the recent measures announced by the government to restrict capital outflow, Tan said these ""have also increased uncertainties among investors both foreign and domestic"". ""If the uncertainty continues, business financing conditions could deteriorate further and investment growth could slow further"". In order to tame the sliding Rupee, the Reserve Bank and the government had on August 14 announced stern measures, including curbs on Indian firms investing abroad and on outward remittances by resident Indians. S&P's comments come on a day when the rupee touched the record low of 64.11 to a dollar in intra-day trade today. Moody's Investor's Service in its report today said the depreciating rupee is likely to inflate the fuel subsidy bill, weaken the credit quality of oil companies and put pressure on the fiscal deficit. Earlier in May S&P had warned that it may downgrade India's sovereign rating to junk grade if the government fails to pursue reforms and check deterioration in fiscal and current account deficits. S&P said its future credit rating action would depend upon the response of policymakers to the latest economic developments. India's long term growth prospects could weaken on a sustained basis, with negative implications for the sovereign credit fundamentals, it said. ""We view the capital outflows and depreciating rupee as an indication of weakening investor confidence in India. We believe this to be a result of the declining economic growth in the past two years and what some investors view as insufficient long-term policy response that could reverse the decline and revive investments,"" S&P said. It added that investments continue to be stifled by inadequate infrastructure, rigidities in labour and product markets, and red tape, among other issues. A sliding rupee, which is mainly on account of widening Current Account Deficit (CAD), will make imports costlier and fuel subsidy bill. The CAD, which is the difference between the inflow and outflow of foreign currency, had touched a record high of USD 88.2 billion or 4.8 per cent of GDP in 2012-13 fiscal. Finance Minister P Chidambaram last week said that CAD will be contained at USD 70 billion or 3.7 per cent in the current fiscal and it is a red line which will not be breached. Moody's has said despite previous price liberalisation in the petroleum sector, the subsidy bill is likely to rise due to depreciation, thus widening the government's deficit, which is also under pressure from slower revenue growth. ""We believe the currency will remain under pressure until the current account deficit narrows meaningfully, or capital inflows accelerate due to an improving growth outlook,"" Moody's said."
27,"Saudi Aramco is set to acquire 20 percent stake in RIL oil refinery and chemical business at a value of $75 billion or over 5.3 lakh crore. The announcement was made by Reliance Industries Limited (RIL) Chairman Mukesh Ambani during the 42nd Annual General Meeting of Reliance Industries on August 12. The RIL Saudi Aramco deal would be one of Indias largest foreign direct investment deals to date. Under the deal, Saudi Aramco will buy 20 percent stake in a proposed special purpose vehicle (SPV) housing RILs twin refineries as well as its petrochemical complex. Saudi Aramco has also agreed to supply 5,00,000 barrels per day of crude oil to RILs twin refineries at Jamnagar in Gujarat on a long-term basis. RIL operates two refineries in Jamnagar, Gujarat, which have a total capacity of 68.2 million tonnes per annum. The Jamnagar Refinery is one of the worlds largest oil refining facility. It can process 1.4 million barrels per day (BPD) and plans to expand its capacity to 2 million BPD by 2030."
28,"India's foreign exchange (forex) reserves declined $3.8 billion to $524.5 billion for the week ending October 21, data released by Reserve Bank of India on Friday showed. Reserves are at their lowest levels since July 2020. Since last year, reserves have declined by $115 billion. The primary reason for the decline is foreign currency assets, which recorded a dip of $3.5 billion to $465 billion. Value of gold held by the central bank declined $2.47 billion compared to October 14. Gold accounts for 7.1 per cent of India's total forex reserves. The RBI has been selling rupees to prevent a rapid depreciation. On October 21, the rupee depreciated 6 paise to a record low of 83.06 against the US dollar in opening trade due to a stronger greenback overseas and unrelenting foreign fund outflows. On October 27, the rupee and government bonds strengthened as weak economic data in the US sparked speculation of the Federal Reserve slowing the pace of its rate increases. The domestic currency settled at 82.50 per dollar as against 82.73 per dollar on Tuesday. So far in 2022, the Fed has raised interest rates by 300 bps in order to bring down US inflation, which has hovered around 40-year highs for many months. The US rate hikes have led to sweeping strength in the dollar, higher US bond yields and consequently reduced the appeal of assets in emerging markets such as India."
30,"India is expected to surpass its tax collection goal by more than 2 trillion rupees ($24.3 billion) in the current fiscal year, according to two officials with knowledge on the matter. Strong revenue receipts is giving Prime Minister Narendra Modis government leeway to contain the budget deficit within 6.4% of gross domestic product amid a ballooning subsidy bill, said the two officials. A finance ministry spokesperson declined to comment on the matter. Steady collections and measures to reduce tax evasion are helping bolster revenue against a target of 19.34 trillion rupees, they said. The government will likely collect this financial year an additional 300 billion-400 billion rupees from windfall tax imposed on export of some fuels and local production of crude oil from July, the officials said. The states increasing income puts it on track to further narrow the budget deficit in the year ending March 2023 from a record 9.2% of GDP during the first year of the pandemic while sustaining Modis free food program, fertilizer subsidies and other inflation-busting measures. Indias improving tax collections will also help counter sluggish state asset sales, the officials said. The government has only sold about a third of the 650 billion rupees worth of assets targeted for divestment. Indias union budget, due to be presented in February, will outline the federal spending plan for the coming fiscal year. Its always a closely-watched event, and especially amid the challenges facing Asias third-largest economy including slowing growth and elevated inflation."
31,"India's foreign exchange (forex) reserves declined $3.8 billion to $524.5 billion for the week ending October 21, data released by Reserve Bank of India on Friday showed. Reserves are at their lowest levels since July 2020. Since last year, reserves have declined by $115 billion. The primary reason for the decline is foreign currency assets, which recorded a dip of $3.5 billion to $465 billion. Value of gold held by the central bank declined $2.47 billion compared to October 14. Gold accounts for 7.1 per cent of India's total forex reserves. The RBI has been selling rupees to prevent a rapid depreciation. On October 21, the rupee depreciated 6 paise to a record low of 83.06 against the US dollar in opening trade due to a stronger greenback overseas and unrelenting foreign fund outflows. On October 27, the rupee and government bonds strengthened as weak economic data in the US sparked speculation of the Federal Reserve slowing the pace of its rate increases. The domestic currency settled at 82.50 per dollar as against 82.73 per dollar on Tuesday. So far in 2022, the Fed has raised interest rates by 300 bps in order to bring down US inflation, which has hovered around 40-year highs for many months. The US rate hikes have led to sweeping strength in the dollar, higher US bond yields and consequently reduced the appeal of assets in emerging markets such as India."
32,"The Commerce Department analysis found U.S. gross domestic product, a broad economic measure that tallies the value of finished goods and services produced across the nation, saw nominal growth over the last three months following declines in the first two quarters of the year. According to the report, the increase in real GDP reflects increases in exports, consumer spending, nonresidential fixed investment, federal government spending and state and local government spending, which were partly offset by decreases in residential fixed investment and private inventory investment. Does GDP growth mean a recession is off the table? Two consecutive quarters of declining GDP, like what occurred in the U.S. in the first half of this year, is one of the bellwethers of the start of an economic recession. While a mixed set of factors helped drive overall economic growth in July-September, economists say the positive uptick is by no means a sign that recession worries are off the table. Consumer spending is down slightly, but it has remained surprisingly vibrant throughout the year and has helped bolster the economy, even as prices on goods and services have soared and the price of debt, like interest rates on carryover credit card balances and mortgage rates, have hit the highest levels in decades. A still robust U.S. jobs market has also functioned as a balancing factor against other, negative economic indicators Per a new report from The Associated Press, the outlook for the overall economy remains gloomy. The Fed has raised interest rates five times this year and is set to do so again next week and in December. Chairman Jerome Powell has warned that the Feds hikes will bring pain in the form of higher unemployment and possibly a recession. Looking ahead, risks are to the downside, to consumption in particular, as households continue to face challenges from high prices and likely slower job growth going forward, Rubeela Farooqi, chief U.S. economist at High Frequency Economics, wrote in a research note. Despite the swing in the headline GDP, conditions on the ground for consumers havent changed much, and concerns for an economic downturn remain, per CNN. I do think theres roughly a 50-50 probability of recession in 2023, Gus Faucher, senior vice president and chief economist at PNC Financial Services Group, told CNN. We are starting to see job growth slow; housing is becoming more of a drag; consumer spending growth, although thats holding up, is also slowing; and theres a potential that as interest rates move even higher through the rest of this year, that we could see a recession some time next year. The new Commerce Department report notes a price index in the GDP data rose at a 4.1% annual rate from July through September, down from 9% in the April-June period  less than economists had expected and the smallest increase since the final three months of 2020, according to The Associated Press. The latest inflation report from the U.S. Labor Department, released earlier this month, found the consumer price index rose 0.4% in September and was up 8.2% from a year ago. Mountain West states, including Utah, continued to see the highest regional inflation in the country in September, coming in at 9.6% up year over year. Cost increases in shelter, food and medical care were the largest contributors to the monthly uptick, according to the Department of Labor. While those costs were partly offset by a 4.9% decline in gas prices, food prices are continuing to rise up 0.8% from the month before. Energy prices fell 2.1% over the month along with gas prices, but natural gas and electricity costs increased. Year over year, energy prices increased 19.8% and food was up 11.2%."
33,"Technology stocks led a broad rally on Wall Street Friday, capping another strong week for the market, as investors welcomed solid profits from Apple and other companies. The S&P 500 rose 2.5% and posted its first back-to-back weekly gains since August. The Dow Jones Industrial Average rose 2.6% and the tech-heavy Nasdaq composite climbed 2.9%. Smaller company stocks also gained ground, lifting the Russell 2000 index by 2.3%. Apple's latest quarterly results showed the iPhone maker made even fatter profits during the summer than expected. Its shares rose 7.6% and led a rally in technology stocks that had largely been beat up a day earlier. Intel jumped 10.7% after delivering much bigger profit than analysts forecasted even though it said it saw worsening economic conditions. Gilead Sciences soared 12.9%, and T-Mobile US gained 7.4% after they also topped Wall Street's profit expectations. Investors were also encouraged by a report on consumer spending that came a day after new data showing the economy grew modestly in the third quarter and inflation eased. ""You have an economy that almost refuses to keel over, an economy that at its core is resilient, but a the same time inflation is easing and that is what the Fed wants and that's obviously what the market wants, said Quincy Krosby, chief equity strategist for LPL Financial. That's helped fuel hopes on Wall Street for a pivot by the Federal Reserve, where the central bank dials down the big interest-rate hikes that have shaken the market. Such a move could boost the market, though many analysts say such hopes may be overdone. The central bank has been very clear about its plan to err on the side of going too far in order to tame inflation, which means the big gains on hopes of a pullback seem premature, said Liz Young, chief investment strategist at SoFi. This rally has now gotten a bit irrational and fragile at this level, Young said. The S&P 500 rose 93.76 points to 3,901.06. The Dow gained 828.52 points to 32,861.80. The Nasdaq rose 309.78 points to 11,102.45. The Russell 2000 gained 40.60 points to 1,846.92. Many big U.S. companies have been reporting stronger earnings than expected, though the bag remains decidedly mixed. Solid earnings on Friday helped to offset a 6.8% drop for Amazon, which offered a weaker-than-expected forecast for upcoming revenue. It was the latest Big Tech company to take a beating this week after reporting some discouraging trends. It's a sharp turnaround after the group dominated Wall Street for years with seemingly unstoppable growth. Earlier in the week, Meta Platforms lost nearly a quarter of its value after reporting a second straight quarter of revenue decline amid falling advertising sales and stiff competition from TikTok. Microsoft and Google's parent company also reported slowdowns in key areas. Such woes have created a sharp split on Wall Street this week, between lagging Big Tech stocks and the rest of the market. The Nasdaq, which is stuffed with high-growth tech stocks, notched a 2.2% gain this week. It would have had an even worse showing if not for Apple's boost from Friday. The Dow, meanwhile, jumped 5.7% for the week because it has less of an emphasis on tech. Rising interest rates have hit Big Tech stock prices harder than the rest of the market, and the pressure increased Friday as yields climbed. The markets still seem to not want to believe that we might end up in a place where an earnings recession is possible, Young said. Data released in the morning showed the raises that U.S. workers got in wages and other compensation during the summer was in line with economists expectations. That should keep the Fed on track to keep hiking rates sharply in hopes of weakening the job market enough to undercut the nations high inflation. Other data showed the Fed's preferred measure of inflation remains very high, and U.S. households continue to spend more in the face of it. The Fed is trying to starve inflation of the purchases made by households and businesses needed to keep it high. It's doing that by intentionally slowing the economy and the jobs market. The worry is that it could go too far and cause a sharp downturn. The Fed has already raised its benchmark overnight interest rate up to a range of 3% to 3.25% up from virtually zero in March. The widespread expectation is for it to push through another increase that's triple the usual size next week, before it potentially makes a smaller increase in December. Higher rates not only slow the economy, they also hurt prices for stocks and other investments. The yield on the two-year Treasury, which tends to track expectations for Fed action, rose to 4.42% from 4.28% late Thursday. The 10-year yield, which helps set rates for mortgages and many other loans, climbed to 4.01% from 3.93%. Trading in Twitter's stock has ended, after Elon Musk took control of the company following a lengthy legal battle."
36,"Pending home sales fell for the fourth straight month in September, as mortgage rates topped 7% and the cost of buying a house soared, the National Association of Realtors said on Friday. The groups pending home sales index tumbled 10.2% from August, leaving sales 31% below where they were a year ago. The number was worse than expected. ""Persistent inflation has proven quite harmful to the housing market,"" said NAR Chief Economist Lawrence Yun. ""The Federal Reserve has had to drastically raise interest rates to quell inflation, which has resulted in far fewer buyers and even fewer sellers."" It is further evidence, along with a slowdown in new residential construction, that the heady days of the housing sector seen in 2021 and early 2022 are over. For buyers of a median-priced home who use a 20% down payment, the monthly mortgage payment has shot up a shocking $1,000 higher than last year, George Ratiu, senior economist and manager of economic research at Realtor.com said. With wages falling behind on account of inflation, and rates rising, buyers purchasing power has been reduced by over $100,000. There is also an effect on existing homeowners, who may be looking to sell as prices come off their highs of earlier this year. The number of new listings on the market is also down considerably, as existing homeowners sit tight with sub-3% mortgage rates, said Lisa Sturtevant, chief economist at Bright MLS. The combination of sagging demand and limited inventory means that home sales activity will continue to drop off during the last quarter of the year. Overall, total home sales for 2022 will be down significantly from last year, likely hitting a level not seen since 2014. The rise in rates and drop in sales activity is a direct result of the Federal Reserves tightening of monetary policy to combat inflation. The Fed is seeking to cool down the economy even if that results in higher unemployment and even a recession. The economy grew at a 2.6% annual rate in the third quarter, reversing direction after two previous quarters showed a contraction in the nations gross domestic output. Earlier Thursday, the governments personal consumption expenditures price index showed that spending increased 0.6% in September as Americans dipped into their savings and credit cards to continue consuming even as inflation held steady during the month. ""Todays report showed some positive signs: the topline PCE inflation number slowed, and incomes and consumer spending came in slightly above expectations, said Kayla Bruun, economic analyst at data analytics firm Morning Consult. However, there are still reasons to worry. Core PCE inflation continued to rise, confirming consumers are still contending with elevated prices. Morning Consults proprietary monthly inflation data from mid-October hints that inflation may be slowing, but consumer spending will likely remain under pressure until meaningful price relief kicks in, Bruun added. Also Friday, the University of Michigans consumer sentiment survey for October remained largely unchanged and reflected a mixed bag of improving supply chain issues and worries over inflation and uncertainty over the economys future course. This month, buying conditions for durables surged 23% on the basis of easing prices and supply constraints, said Joanne Hsu, survey director. However, year-ahead expected business conditions worsened 19%. These divergent patterns reflect substantial uncertainty over inflation, policy responses, and developments worldwide, and consumer views are consistent with a recession ahead in the economy."
37,"Pending home sales fell for the fourth straight month in September, as mortgage rates topped 7% and the cost of buying a house soared, the National Association of Realtors said on Friday. The groups pending home sales index tumbled 10.2% from August, leaving sales 31% below where they were a year ago. The number was worse than expected. ""Persistent inflation has proven quite harmful to the housing market,"" said NAR Chief Economist Lawrence Yun. ""The Federal Reserve has had to drastically raise interest rates to quell inflation, which has resulted in far fewer buyers and even fewer sellers."" It is further evidence, along with a slowdown in new residential construction, that the heady days of the housing sector seen in 2021 and early 2022 are over. For buyers of a median-priced home who use a 20% down payment, the monthly mortgage payment has shot up a shocking $1,000 higher than last year, George Ratiu, senior economist and manager of economic research at Realtor.com said. With wages falling behind on account of inflation, and rates rising, buyers purchasing power has been reduced by over $100,000. There is also an effect on existing homeowners, who may be looking to sell as prices come off their highs of earlier this year. The number of new listings on the market is also down considerably, as existing homeowners sit tight with sub-3% mortgage rates, said Lisa Sturtevant, chief economist at Bright MLS. The combination of sagging demand and limited inventory means that home sales activity will continue to drop off during the last quarter of the year. Overall, total home sales for 2022 will be down significantly from last year, likely hitting a level not seen since 2014. The rise in rates and drop in sales activity is a direct result of the Federal Reserves tightening of monetary policy to combat inflation. The Fed is seeking to cool down the economy even if that results in higher unemployment and even a recession. The economy grew at a 2.6% annual rate in the third quarter, reversing direction after two previous quarters showed a contraction in the nations gross domestic output. Earlier Thursday, the governments personal consumption expenditures price index showed that spending increased 0.6% in September as Americans dipped into their savings and credit cards to continue consuming even as inflation held steady during the month. ""Todays report showed some positive signs: the topline PCE inflation number slowed, and incomes and consumer spending came in slightly above expectations, said Kayla Bruun, economic analyst at data analytics firm Morning Consult. However, there are still reasons to worry. Core PCE inflation continued to rise, confirming consumers are still contending with elevated prices. Morning Consults proprietary monthly inflation data from mid-October hints that inflation may be slowing, but consumer spending will likely remain under pressure until meaningful price relief kicks in, Bruun added. Also Friday, the University of Michigans consumer sentiment survey for October remained largely unchanged and reflected a mixed bag of improving supply chain issues and worries over inflation and uncertainty over the economys future course. This month, buying conditions for durables surged 23% on the basis of easing prices and supply constraints, said Joanne Hsu, survey director. However, year-ahead expected business conditions worsened 19%. These divergent patterns reflect substantial uncertainty over inflation, policy responses, and developments worldwide, and consumer views are consistent with a recession ahead in the economy."
38,"Housing is most Americans' biggest expense. Due to inflation, pandemic-related supply and demand shocks and increased lifestyle flexibility, rents throughout the United States are soaring. These rent increases pose a serious threat to any retirement budget, but theres a simple solution: Swap out life in the most popular U.S. retirement havens for overseas equivalents. Many retirement spots overseas offer comparable lifestyles to the U.S. at significantly lower costs. Here's a look at rental costs in U.S. retirement destinations versus similar locations overseas. Tampa, Florida, vs. Corozal, Belize Florida is a popular state for retirement, and Tampa draws many retirees. Over a quarter of the population is 60 or older. Retirees love Tampa for its year-round warm weather and combination of laid-back beach atmosphere with big-city amenities. But housing costs in Tampa are no longer affordable for many retirees. The median monthly rent is $1,160, but it can be much higher in some areas. Just over a two-hour flight from Florida is Corozal, Belize, where a couple can live comfortably on a monthly budget of far less. Rent is especially affordable in Corozal, costing between $300 and $500 per month for a two-bedroom, local-style home with sea views. Corozal is found in northern Belize, tucked away in an inlet of the Caribbean Sea. Expats are drawn here for the warm weather, aquamarine ocean waters and simple, back-to-basics lifestyle. But Corozal is a sleepy town. While it offers much of the same laid-back appeal as Tampa, its infrastructure is lacking. Luckily, Corozal is only nine miles from Chetumal, just across the Mexican border, where retirees can shop for U.S. products at big-box retailers and access additional health care options. Myrtle Beach, South Carolina, vs. Rota, Spain South Carolina attracts many retirees, and Myrtle Beach, with its coastal living opportunities and excellent golf courses, has a lot of appeal. Over a third of the Myrtle Beach population is age 60 or older. Property prices in Myrtle Beach are lower than in some other parts of the U.S., but they are growing. The median monthly rent is $976, and it costs a median of $1,296 per month to own a home with a mortgage. A lifestyle similar to what Myrtle Beach offers can be enjoyed for even less overseas. By relocating to Rota, Spain, you can instantly free up savings in your retirement budget on rent alone. The average rent for a two-bedroom place in Rota is about $600 to $750 per month. Located on Spains southern Atlantic Coast, Rota also has seaside appeal, with long expanses of pristine, soft-sand beaches. Its one of the warmest, sunniest areas of mainland Europe, and its an under-the-radar golf destination, where membership fees are a fraction of Myrtle Beach prices. Plus, the U.S. dollar is at a 20-year high against the euro, making Europe more affordable for Americans right now. Rota is home to a naval base thats shared by Spanish and U.S. forces, with many U.S. Marine Corps and Air Force personnel living in the area. If youre looking for a lower cost of living in Europe with an American-influenced community, Rota is a top option. Scottsdale, Arizona, vs. Chitré, Panama Arizona's pleasant winter weather is a big draw for many retirees. In the Phoenix metro area, 21% of the population is age 60 or older, and the median rent is $1,177 monthly. Scottsdale, in particular, draws many retirees, especially during the winter months. Compare that to Chitré, an up-and-coming retirement destination on the northeast coast of Panamas Azuero Peninsula, where a two-bedroom property typically rents for $300 to $450 monthly. While everywhere in Panama is hot year-round, Chitré sits in a desert-like region that gets less rainfall and humidity than other parts of the country, so the climate is similar to Scottsdales. There are several nearby beaches where you can buy beachfront property at shockingly low rates. Chitré is not a household name in the United States, but the area is home to a small group of about 500 North American expats. Theyre drawn by the ease of life in Chitré, low cost of living and safe community. Chitré has above-average amenities and infrastructure for a Panamanian small town. Chicago vs. Medellín, Colombia For those who want a city atmosphere in retirement, Chicago is a top option in the United States. About 21% of the Chicago population is 60 and older. Chicago is centrally located and offers plenty to see and do. Chicago can feel affordable compared to other big U.S. cities, but property prices are rising steadily. The median monthly rent is $1,155. But retirees dont have to settle for these prices to enjoy a cosmopolitan atmosphere. Medellín is Colombias culture capital, and it allows for a Euro-chic lifestyle at a fraction of Chicagos prices. The monthly cost of living is highly customizable, but $2,000 monthly is enough for most couples to live comfortably, including the cost of renting a modern two-bedroom apartment, which is about $700 per month. Medellín boasts world-class museums, galleries, sports teams, performing arts venues, festivals and fine dining. These big-city amenities are likely to feel affordable to Americans, thanks to the strength of the U.S. dollar against the Colombian peso. Medellín has an efficient public transport system and pleasant year-round weather, helping you save money on your energy bills. Theres no need to heat or cool your home when the temperature is perpetually between about 65 and 75 degrees. Sacramento, California, vs. Lisbon, Portugal With natural beauty, wine country, great weather and cultural attractions, California is a dream retirement destination for many people. But the cost of living is prohibitively expensive for most retirees in the most populous U.S. state. Sacramento is a relatively affordable choice for retirees compared to other California cities, but even here, life comes at a premium. The median rent for a Sacramento property is $1,364 per month. On the other side of the Atlantic Ocean is Portugal, where the lifestyle is similar to California. Portugals capital city can feel like a bargain for U.S. retirees. Lisbon apartments rent for an average of $840 per month. Even though property prices are on the rise, Lisbon is one of Europes most affordable capital cities. The U.S. dollars strength further accentuates the savings opportunities in Europe. Lisbon is one of Europes oldest cities, with historical ambiance and Old World charm. Its found where the River Tagus empties into the Atlantic Ocean, with swimmable beaches just a few minutes from the city. With some of Europes best weather and incomparable cultural amenities, its hard to deny Lisbons enhanced standard of living."
